MEETPUNT_IDENTIFICATIE,LOCATIE_CODE,WAARNEMINGDATUM,Average Temperatuur
Driel boven,DRIELBVN,22-04-2014,15.0
Driel boven,DRIELBVN,22-04-2015,15.0
Driel boven,DRIELBVN,22-05-2013,15.0
Driel boven,DRIELBVN,22-05-2014,19.0
Driel boven,DRIELBVN,22-05-2015,18.0
Driel boven,DRIELBVN,22-06-2014,20.0
Driel boven,DRIELBVN,22-07-2013,24.0
Driel boven,DRIELBVN,22-07-2014,24.0
Driel boven,DRIELBVN,22-07-2015,24.0
Driel boven,DRIELBVN,22-08-2013,22.0
Driel boven,DRIELBVN,22-08-2014,19.0
Driel boven,DRIELBVN,22-08-2015,22.0
Driel boven,DRIELBVN,22-09-2013,17.0
Driel boven,DRIELBVN,22-09-2014,20.0
Driel boven,DRIELBVN,22-10-2013,14.0
Driel boven,DRIELBVN,22-10-2014,16.0
Driel boven,DRIELBVN,22-11-2015,10.0
Driel boven,DRIELBVN,22-12-2015,10.0
Driel boven,DRIELBVN,23-02-2015,6.0
Driel boven,DRIELBVN,23-03-2013,6.0
Driel boven,DRIELBVN,23-04-2014,15.1
Driel boven,DRIELBVN,23-04-2015,15.0
Driel boven,DRIELBVN,23-05-2013,14.0
Driel boven,DRIELBVN,23-05-2014,19.0
Driel boven,DRIELBVN,23-06-2014,20.0
Driel boven,DRIELBVN,23-06-2015,19.0
Driel boven,DRIELBVN,23-07-2013,25.0
Driel boven,DRIELBVN,23-07-2014,24.0
Driel boven,DRIELBVN,23-07-2015,24.0
Driel boven,DRIELBVN,23-08-2013,22.0
Driel boven,DRIELBVN,23-08-2014,19.0
Driel boven,DRIELBVN,23-08-2015,22.0
Driel boven,DRIELBVN,23-09-2013,17.0
Driel boven,DRIELBVN,23-10-2015,13.0
Driel boven,DRIELBVN,23-11-2015,10.0
Driel boven,DRIELBVN,24-03-2013,5.0
Driel boven,DRIELBVN,24-04-2013,13.0
Driel boven,DRIELBVN,24-04-2014,16.0
Driel boven,DRIELBVN,24-04-2015,15.0
Driel boven,DRIELBVN,24-05-2014,19.0
Driel boven,DRIELBVN,24-05-2015,18.0
Driel boven,DRIELBVN,24-06-2013,20.0
Driel boven,DRIELBVN,24-06-2014,20.043478260869566
Driel boven,DRIELBVN,24-06-2015,19.0
Driel boven,DRIELBVN,24-07-2013,25.0
Driel boven,DRIELBVN,24-07-2014,24.0
Driel boven,DRIELBVN,24-07-2015,24.0
Driel boven,DRIELBVN,24-08-2013,22.0
Driel boven,DRIELBVN,24-09-2014,19.0
Driel boven,DRIELBVN,24-10-2014,15.0
Driel boven,DRIELBVN,24-11-2014,11.0
Driel boven,DRIELBVN,24-12-2015,10.0
Driel boven,DRIELBVN,25-03-2013,5.0
Driel boven,DRIELBVN,25-03-2015,10.0
Driel boven,DRIELBVN,25-04-2013,14.0
Driel boven,DRIELBVN,25-04-2014,16.0
Driel boven,DRIELBVN,25-05-2014,19.0
Driel boven,DRIELBVN,25-05-2015,18.0
Driel boven,DRIELBVN,25-06-2013,20.0
Driel boven,DRIELBVN,25-06-2014,20.0
Driel boven,DRIELBVN,25-06-2015,19.0
Driel boven,DRIELBVN,25-07-2013,25.0
Driel boven,DRIELBVN,25-07-2014,24.0
Driel boven,DRIELBVN,25-07-2015,22.23076923076923
Driel boven,DRIELBVN,25-08-2013,22.0
Driel boven,DRIELBVN,25-08-2015,22.0
Driel boven,DRIELBVN,25-09-2014,18.0
Driel boven,DRIELBVN,25-10-2013,15.0
Driel boven,DRIELBVN,25-10-2014,15.0
Driel boven,DRIELBVN,25-11-2014,11.0
Driel boven,DRIELBVN,25-12-2013,7.0
Driel boven,DRIELBVN,25-12-2015,10.0
Driel boven,DRIELBVN,26-02-2013,4.0
Driel boven,DRIELBVN,26-02-2014,8.0
Driel boven,DRIELBVN,26-02-2015,7.0
Driel boven,DRIELBVN,26-03-2013,5.0
Driel boven,DRIELBVN,26-03-2015,10.0
Driel boven,DRIELBVN,26-04-2013,14.0
Driel boven,DRIELBVN,26-04-2014,17.0
Driel boven,DRIELBVN,26-05-2013,13.0
Driel boven,DRIELBVN,26-05-2014,19.0
Driel boven,DRIELBVN,26-06-2013,19.0
Driel boven,DRIELBVN,26-06-2014,21.0
Driel boven,DRIELBVN,26-06-2015,20.0
Driel boven,DRIELBVN,26-07-2013,25.0
Driel boven,DRIELBVN,26-09-2014,17.953846153846154
Driel boven,DRIELBVN,26-09-2015,17.0
Driel boven,DRIELBVN,26-10-2013,15.0
Driel boven,DRIELBVN,26-10-2014,15.0
Driel boven,DRIELBVN,26-12-2013,7.0
Driel boven,DRIELBVN,26-12-2015,10.0
Driel boven,DRIELBVN,27-01-2015,6.0
Driel boven,DRIELBVN,27-02-2013,4.0
Driel boven,DRIELBVN,27-02-2015,7.0
Driel boven,DRIELBVN,27-03-2013,5.0
Driel boven,DRIELBVN,27-03-2014,11.0
Driel boven,DRIELBVN,27-04-2013,13.0
Driel boven,DRIELBVN,27-05-2013,13.0
Driel boven,DRIELBVN,27-05-2014,19.0
Driel boven,DRIELBVN,27-05-2015,17.0
Driel boven,DRIELBVN,27-06-2014,21.0
Driel boven,DRIELBVN,27-07-2013,25.0
Driel boven,DRIELBVN,27-07-2015,21.0
Driel boven,DRIELBVN,27-08-2014,19.0
Driel boven,DRIELBVN,27-08-2015,21.0
Driel boven,DRIELBVN,27-09-2013,17.0
Driel boven,DRIELBVN,27-09-2014,18.0
Driel boven,DRIELBVN,27-09-2015,17.0
Driel boven,DRIELBVN,27-10-2013,15.0
Driel boven,DRIELBVN,27-10-2014,15.0
Driel boven,DRIELBVN,27-11-2013,8.0
Driel boven,DRIELBVN,27-11-2015,9.0
Driel boven,DRIELBVN,27-12-2013,7.0
Driel boven,DRIELBVN,27-12-2014,8.0
Driel boven,DRIELBVN,27-12-2015,10.0
Driel boven,DRIELBVN,28-01-2015,6.0
Driel boven,DRIELBVN,28-02-2014,8.0
Driel boven,DRIELBVN,28-02-2015,7.0
Driel boven,DRIELBVN,28-03-2014,11.0
Driel boven,DRIELBVN,28-04-2013,13.0
Driel boven,DRIELBVN,28-04-2014,17.0
Driel boven,DRIELBVN,28-04-2015,15.0
Driel boven,DRIELBVN,28-05-2013,14.0
Driel boven,DRIELBVN,28-05-2014,19.0
Driel boven,DRIELBVN,28-05-2015,17.0
Driel boven,DRIELBVN,28-06-2014,21.0
Driel boven,DRIELBVN,28-06-2015,21.0
Driel boven,DRIELBVN,28-07-2014,23.0
Driel boven,DRIELBVN,28-08-2014,19.0
Driel boven,DRIELBVN,28-08-2015,21.0
Driel boven,DRIELBVN,28-09-2015,17.0
Driel boven,DRIELBVN,28-10-2014,15.0
Driel boven,DRIELBVN,28-11-2014,10.0
Driel boven,DRIELBVN,28-11-2015,9.0
Driel boven,DRIELBVN,28-12-2014,7.0
Driel boven,DRIELBVN,28-12-2015,10.0
Driel boven,DRIELBVN,29-01-2013,4.0
Driel boven,DRIELBVN,29-01-2014,6.0
Driel boven,DRIELBVN,29-03-2014,11.0
Driel boven,DRIELBVN,29-04-2014,17.0
Driel boven,DRIELBVN,29-05-2014,18.0
Driel boven,DRIELBVN,29-05-2015,17.0
Driel boven,DRIELBVN,29-06-2013,18.0
Driel boven,DRIELBVN,29-06-2014,21.0
Driel boven,DRIELBVN,29-06-2015,21.0
Driel boven,DRIELBVN,29-07-2013,24.0
Driel boven,DRIELBVN,29-07-2014,23.0
Driel boven,DRIELBVN,29-07-2015,20.0
Driel boven,DRIELBVN,29-08-2015,21.0
Driel boven,DRIELBVN,29-09-2013,16.0
Driel boven,DRIELBVN,29-10-2013,14.0
Driel boven,DRIELBVN,29-12-2015,10.0
Driel boven,DRIELBVN,30-01-2013,5.0
Driel boven,DRIELBVN,30-01-2014,6.0
Driel boven,DRIELBVN,30-03-2015,10.0
Driel boven,DRIELBVN,30-04-2013,13.0
Driel boven,DRIELBVN,30-04-2014,17.047619047619047
Driel boven,DRIELBVN,30-05-2013,14.0
Driel boven,DRIELBVN,30-05-2014,18.0
Driel boven,DRIELBVN,30-05-2015,17.0
Driel boven,DRIELBVN,30-06-2013,18.0
Driel boven,DRIELBVN,30-06-2014,21.0
Driel boven,DRIELBVN,30-06-2015,22.0
Driel boven,DRIELBVN,30-07-2013,24.0
Driel boven,DRIELBVN,30-07-2014,23.0
Driel boven,DRIELBVN,30-09-2015,16.0
Driel boven,DRIELBVN,30-10-2013,14.0
Driel boven,DRIELBVN,30-11-2014,9.0
Driel boven,DRIELBVN,30-12-2014,6.0
Driel boven,DRIELBVN,31-01-2014,6.0
Driel boven,DRIELBVN,31-03-2014,12.0
Driel boven,DRIELBVN,31-03-2015,10.0
Driel boven,DRIELBVN,31-05-2013,14.0
Driel boven,DRIELBVN,31-05-2014,18.0
Driel boven,DRIELBVN,31-07-2014,23.0
Driel boven,DRIELBVN,31-07-2015,20.0
Driel boven,DRIELBVN,31-08-2013,21.0
Driel boven,DRIELBVN,31-08-2015,22.0
Driel boven,DRIELBVN,31-12-2013,7.0
Driel boven,DRIELBVN,31-12-2014,6.0
Driel boven,DRIELBVN,31-12-2015,9.0
Driel boven,DRIELBVN,01-01-2020,6.0
Driel boven,DRIELBVN,01-02-2020,7.0
Driel boven,DRIELBVN,01-04-2019,11.0
Driel boven,DRIELBVN,01-04-2020,9.0
Driel boven,DRIELBVN,01-05-2020,16.0
Driel boven,DRIELBVN,01-06-2019,18.571428571428573
Driel boven,DRIELBVN,01-06-2020,20.0
Driel boven,DRIELBVN,01-07-2019,24.0
Driel boven,DRIELBVN,01-08-2019,24.0
Driel boven,DRIELBVN,01-08-2020,23.0
Driel boven,DRIELBVN,01-09-2019,23.0
Driel boven,DRIELBVN,01-09-2020,19.0
Driel boven,DRIELBVN,01-10-2019,17.0
Driel boven,DRIELBVN,01-11-2019,12.0
Driel boven,DRIELBVN,01-11-2020,13.0
Driel boven,DRIELBVN,01-12-2019,8.0
Driel boven,DRIELBVN,02-01-2019,7.0
Driel boven,DRIELBVN,02-01-2020,6.0
Driel boven,DRIELBVN,02-04-2019,11.0
Driel boven,DRIELBVN,02-05-2019,15.0
Driel boven,DRIELBVN,02-06-2019,19.0
Driel boven,DRIELBVN,02-06-2020,20.533333333333335
Driel boven,DRIELBVN,02-07-2019,23.869565217391305
Driel boven,DRIELBVN,02-08-2019,23.0
Driel boven,DRIELBVN,02-08-2020,23.0
Driel boven,DRIELBVN,02-09-2019,23.0
Driel boven,DRIELBVN,02-09-2020,19.666666666666668
Driel boven,DRIELBVN,02-10-2019,17.0
Driel boven,DRIELBVN,02-11-2019,12.0
Driel boven,DRIELBVN,03-01-2020,6.0
Driel boven,DRIELBVN,03-02-2019,4.0
Driel boven,DRIELBVN,03-04-2019,11.0
Driel boven,DRIELBVN,03-05-2019,15.0
Driel boven,DRIELBVN,03-05-2020,16.0
Driel boven,DRIELBVN,03-06-2019,20.0
Driel boven,DRIELBVN,03-06-2020,21.0
Driel boven,DRIELBVN,03-07-2019,23.0
Driel boven,DRIELBVN,03-08-2019,23.0
Driel boven,DRIELBVN,03-08-2020,23.0
Driel boven,DRIELBVN,03-09-2019,22.0
Driel boven,DRIELBVN,03-10-2020,16.0
Driel boven,DRIELBVN,03-11-2019,12.0
Driel boven,DRIELBVN,04-01-2020,6.0
Driel boven,DRIELBVN,04-02-2019,4.0
Driel boven,DRIELBVN,04-05-2020,16.0
Driel boven,DRIELBVN,04-06-2019,20.0
Driel boven,DRIELBVN,04-06-2020,21.0
Driel boven,DRIELBVN,04-07-2019,23.0
Driel boven,DRIELBVN,04-08-2019,23.0
Driel boven,DRIELBVN,04-08-2020,23.0
Driel boven,DRIELBVN,04-09-2019,21.0
Driel boven,DRIELBVN,04-09-2020,20.0
Driel boven,DRIELBVN,04-10-2019,16.0
Driel boven,DRIELBVN,04-11-2019,12.0
Driel boven,DRIELBVN,04-11-2020,13.0
Driel boven,DRIELBVN,05-04-2019,11.0
Driel boven,DRIELBVN,05-04-2020,10.0
Driel boven,DRIELBVN,05-05-2020,16.0
Driel boven,DRIELBVN,05-06-2020,19.5
Driel boven,DRIELBVN,05-07-2019,23.0
Driel boven,DRIELBVN,05-08-2019,23.0
Driel boven,DRIELBVN,05-08-2020,23.0
Driel boven,DRIELBVN,05-09-2020,20.0
Driel boven,DRIELBVN,05-10-2020,15.0
Driel boven,DRIELBVN,05-11-2019,12.0
Driel boven,DRIELBVN,05-12-2020,7.0
Driel boven,DRIELBVN,06-04-2020,11.0
Driel boven,DRIELBVN,06-05-2019,14.0
Driel boven,DRIELBVN,06-05-2020,16.0
Driel boven,DRIELBVN,06-06-2020,18.0
Driel boven,DRIELBVN,06-07-2019,23.0
Driel boven,DRIELBVN,06-07-2020,20.0
Driel boven,DRIELBVN,06-08-2019,23.0
Driel boven,DRIELBVN,06-08-2020,23.333333333333332
Driel boven,DRIELBVN,06-09-2019,20.0
Driel boven,DRIELBVN,06-09-2020,20.0
Driel boven,DRIELBVN,06-10-2019,15.0
Driel boven,DRIELBVN,06-10-2020,15.0
Driel boven,DRIELBVN,07-02-2019,5.0
Driel boven,DRIELBVN,07-04-2020,11.0
Driel boven,DRIELBVN,07-05-2020,16.0
Driel boven,DRIELBVN,07-07-2019,23.0
Driel boven,DRIELBVN,07-08-2019,23.0
Driel boven,DRIELBVN,07-08-2020,24.071428571428573
Driel boven,DRIELBVN,07-09-2019,20.0
Driel boven,DRIELBVN,07-09-2020,20.0
Driel boven,DRIELBVN,07-10-2019,14.0
Driel boven,DRIELBVN,07-11-2020,12.0
Driel boven,DRIELBVN,08-04-2020,12.0
Driel boven,DRIELBVN,08-05-2020,17.166666666666668
Driel boven,DRIELBVN,08-06-2019,20.0
Driel boven,DRIELBVN,08-07-2019,22.0
Driel boven,DRIELBVN,08-08-2019,23.0
Driel boven,DRIELBVN,08-08-2020,24.38095238095238
Driel boven,DRIELBVN,08-11-2019,12.0
Driel boven,DRIELBVN,09-01-2020,7.0
Driel boven,DRIELBVN,09-04-2020,13.0
Driel boven,DRIELBVN,09-05-2020,17.0
Driel boven,DRIELBVN,09-06-2019,19.0
Driel boven,DRIELBVN,09-06-2020,17.0
Driel boven,DRIELBVN,09-07-2019,22.0
Driel boven,DRIELBVN,09-08-2020,25.9
Driel boven,DRIELBVN,09-10-2019,14.0
Driel boven,DRIELBVN,10-02-2019,6.0
Driel boven,DRIELBVN,10-02-2020,7.0
Driel boven,DRIELBVN,10-03-2020,8.0
Driel boven,DRIELBVN,10-04-2020,13.0
Driel boven,DRIELBVN,10-05-2020,18.0
Driel boven,DRIELBVN,10-06-2019,20.0
Driel boven,DRIELBVN,10-06-2020,17.714285714285715
Driel boven,DRIELBVN,10-07-2020,20.0
Driel boven,DRIELBVN,10-08-2019,22.0
Driel boven,DRIELBVN,10-08-2020,25.42222222222222
Driel boven,DRIELBVN,10-09-2020,19.0
Driel boven,DRIELBVN,10-10-2019,14.0
Driel boven,DRIELBVN,10-11-2020,12.0
Driel boven,DRIELBVN,10-12-2019,7.0
Driel boven,DRIELBVN,10-12-2020,6.0
Driel boven,DRIELBVN,11-01-2019,6.0
Driel boven,DRIELBVN,11-01-2020,7.0
Driel boven,DRIELBVN,11-02-2019,6.0
Driel boven,DRIELBVN,11-02-2020,7.0
Driel boven,DRIELBVN,11-04-2020,13.0
Driel boven,DRIELBVN,11-05-2019,14.0
Driel boven,DRIELBVN,11-05-2020,17.0
Driel boven,DRIELBVN,11-06-2019,20.0
Driel boven,DRIELBVN,11-06-2020,18.0
Driel boven,DRIELBVN,11-07-2020,20.0
Driel boven,DRIELBVN,11-08-2020,26.0
Driel boven,DRIELBVN,11-09-2019,19.0
Driel boven,DRIELBVN,11-09-2020,19.0
Driel boven,DRIELBVN,11-10-2020,14.0
Driel boven,DRIELBVN,11-11-2019,11.0
Driel boven,DRIELBVN,11-11-2020,12.0
Driel boven,DRIELBVN,11-12-2019,7.0
Driel boven,DRIELBVN,11-12-2020,6.0
Driel boven,DRIELBVN,12-01-2019,6.0
Driel boven,DRIELBVN,12-01-2020,7.0
Driel boven,DRIELBVN,12-02-2019,6.0
Driel boven,DRIELBVN,12-05-2019,14.333333333333334
Driel boven,DRIELBVN,12-05-2020,16.0
Driel boven,DRIELBVN,12-06-2019,20.0
Driel boven,DRIELBVN,12-06-2020,19.0
Driel boven,DRIELBVN,12-07-2020,20.25
Driel boven,DRIELBVN,12-08-2020,26.75
Driel boven,DRIELBVN,12-09-2019,19.0
Driel boven,DRIELBVN,12-09-2020,19.0
Driel boven,DRIELBVN,12-10-2020,14.0
Driel boven,DRIELBVN,12-12-2020,6.0
Driel boven,DRIELBVN,13-01-2020,7.0
Driel boven,DRIELBVN,13-02-2019,6.0
Driel boven,DRIELBVN,13-03-2019,8.0
Driel boven,DRIELBVN,13-04-2020,14.0
Driel boven,DRIELBVN,13-05-2019,14.0
Driel boven,DRIELBVN,13-05-2020,16.0
Driel boven,DRIELBVN,13-06-2019,20.0
Driel boven,DRIELBVN,13-06-2020,21.0
Driel boven,DRIELBVN,13-07-2020,20.22222222222222
Driel boven,DRIELBVN,13-08-2020,26.0
Driel boven,DRIELBVN,13-09-2019,20.0
Driel boven,DRIELBVN,13-09-2020,19.0
Driel boven,DRIELBVN,13-10-2019,15.0
Driel boven,DRIELBVN,13-12-2019,7.0
Driel boven,DRIELBVN,13-12-2020,6.0
Driel boven,DRIELBVN,14-02-2019,6.0
Driel boven,DRIELBVN,14-03-2020,9.0
Driel boven,DRIELBVN,14-05-2020,15.0
Driel boven,DRIELBVN,14-06-2019,20.0
Driel boven,DRIELBVN,14-07-2020,21.0
Driel boven,DRIELBVN,14-08-2019,21.0
Driel boven,DRIELBVN,14-08-2020,26.0
Driel boven,DRIELBVN,14-09-2020,20.0
Driel boven,DRIELBVN,14-10-2019,15.0
Driel boven,DRIELBVN,14-11-2019,10.0
Driel boven,DRIELBVN,15-02-2019,6.0
Driel boven,DRIELBVN,15-03-2019,8.0
Driel boven,DRIELBVN,15-03-2020,9.0
Driel boven,DRIELBVN,15-05-2019,14.0
Driel boven,DRIELBVN,15-05-2020,15.0
Driel boven,DRIELBVN,15-06-2020,21.0
Driel boven,DRIELBVN,15-08-2020,26.105263157894736
Driel boven,DRIELBVN,15-09-2019,19.0
Driel boven,DRIELBVN,15-09-2020,20.4
Driel boven,DRIELBVN,15-10-2019,16.0
Driel boven,DRIELBVN,15-12-2020,7.0
Driel boven,DRIELBVN,16-02-2019,6.0
Driel boven,DRIELBVN,16-02-2020,7.0
Driel boven,DRIELBVN,16-03-2019,8.0
Driel boven,DRIELBVN,16-03-2020,9.0
Driel boven,DRIELBVN,16-04-2020,14.875
Driel boven,DRIELBVN,16-05-2020,15.0
Driel boven,DRIELBVN,16-07-2019,21.0
Driel boven,DRIELBVN,16-08-2019,21.0
Driel boven,DRIELBVN,16-08-2020,26.0
Driel boven,DRIELBVN,16-09-2020,21.0
Driel boven,DRIELBVN,16-10-2019,16.0
Driel boven,DRIELBVN,16-10-2020,13.0
Driel boven,DRIELBVN,16-11-2019,9.0
Driel boven,DRIELBVN,16-12-2019,7.0
Driel boven,DRIELBVN,17-01-2019,6.0
Driel boven,DRIELBVN,17-02-2019,6.0
Driel boven,DRIELBVN,17-04-2020,14.0
Driel boven,DRIELBVN,17-05-2020,15.0
Driel boven,DRIELBVN,17-06-2019,21.0
Driel boven,DRIELBVN,17-06-2020,21.0
Driel boven,DRIELBVN,17-07-2019,21.0
Driel boven,DRIELBVN,17-07-2020,21.0
Driel boven,DRIELBVN,17-08-2019,21.0
Driel boven,DRIELBVN,17-08-2020,26.0
Driel boven,DRIELBVN,17-09-2019,19.0
Driel boven,DRIELBVN,17-09-2020,20.0
Driel boven,DRIELBVN,17-10-2020,13.0
Driel boven,DRIELBVN,17-11-2019,9.0
Driel boven,DRIELBVN,17-12-2019,7.0
Driel boven,DRIELBVN,18-01-2020,7.0
Driel boven,DRIELBVN,18-02-2019,6.0
Driel boven,DRIELBVN,18-04-2020,14.0
Driel boven,DRIELBVN,18-05-2019,15.0
Driel boven,DRIELBVN,18-05-2020,16.0
Driel boven,DRIELBVN,18-06-2019,21.0
Driel boven,DRIELBVN,18-07-2019,21.0
Driel boven,DRIELBVN,18-07-2020,21.15
Driel boven,DRIELBVN,18-08-2019,21.0
Driel boven,DRIELBVN,18-08-2020,25.0
Driel boven,DRIELBVN,19-01-2020,7.0
Driel boven,DRIELBVN,19-03-2019,8.0
Driel boven,DRIELBVN,19-03-2020,10.0
Driel boven,DRIELBVN,19-04-2019,13.0
Driel boven,DRIELBVN,19-04-2020,14.0
Driel boven,DRIELBVN,19-05-2019,16.0
Driel boven,DRIELBVN,19-05-2020,17.0
Driel boven,DRIELBVN,19-07-2019,21.0
Driel boven,DRIELBVN,19-07-2020,22.38888888888889
Driel boven,DRIELBVN,19-08-2019,21.0
Driel boven,DRIELBVN,19-08-2020,25.0
Driel boven,DRIELBVN,19-09-2019,18.0
Driel boven,DRIELBVN,19-09-2020,19.0
Driel boven,DRIELBVN,19-10-2019,15.0
Driel boven,DRIELBVN,19-11-2020,11.0
Driel boven,DRIELBVN,20-04-2019,14.0
Driel boven,DRIELBVN,20-04-2020,14.0
Driel boven,DRIELBVN,20-05-2019,16.0
Driel boven,DRIELBVN,20-05-2020,17.5
Driel boven,DRIELBVN,20-06-2020,22.0
Driel boven,DRIELBVN,20-07-2020,23.0
Driel boven,DRIELBVN,20-08-2019,21.0
Driel boven,DRIELBVN,20-08-2020,25.0
Driel boven,DRIELBVN,20-09-2019,18.0
Driel boven,DRIELBVN,20-09-2020,19.0
Driel boven,DRIELBVN,20-10-2019,15.0
Driel boven,DRIELBVN,20-11-2020,11.0
Driel boven,DRIELBVN,20-12-2019,8.0
Driel boven,DRIELBVN,21-01-2019,5.0
Driel boven,DRIELBVN,21-03-2020,10.0
Driel boven,DRIELBVN,21-04-2019,15.0
Driel boven,DRIELBVN,21-04-2020,14.0
Driel boven,DRIELBVN,21-05-2019,16.0
Driel boven,DRIELBVN,21-05-2020,18.9
Driel boven,DRIELBVN,21-06-2019,21.0
Driel boven,DRIELBVN,21-07-2020,22.0
Driel boven,DRIELBVN,21-08-2019,21.53846153846154
Driel boven,DRIELBVN,21-09-2020,19.0
Driel boven,DRIELBVN,21-11-2019,8.0
Driel boven,DRIELBVN,21-12-2019,8.0
Driel boven,DRIELBVN,22-01-2019,4.0
Driel boven,DRIELBVN,22-02-2019,7.0
Driel boven,DRIELBVN,22-03-2019,9.0
Driel boven,DRIELBVN,22-03-2020,10.0
Driel boven,DRIELBVN,22-04-2019,15.0
Driel boven,DRIELBVN,22-04-2020,14.0
Driel boven,DRIELBVN,22-05-2019,16.0
Driel boven,DRIELBVN,22-05-2020,19.0
Driel boven,DRIELBVN,22-06-2019,21.357142857142858
Driel boven,DRIELBVN,22-06-2020,22.0
Driel boven,DRIELBVN,22-07-2019,22.0
Driel boven,DRIELBVN,22-07-2020,22.0
Driel boven,DRIELBVN,22-08-2019,21.0
Driel boven,DRIELBVN,22-08-2020,24.0
Driel boven,DRIELBVN,22-09-2019,18.0
Driel boven,DRIELBVN,22-09-2020,19.0
Driel boven,DRIELBVN,22-10-2020,13.0
Driel boven,DRIELBVN,22-12-2019,8.0
Driel boven,DRIELBVN,22-12-2020,8.0
Driel boven,DRIELBVN,23-01-2019,4.0
Driel boven,DRIELBVN,23-02-2019,7.0
Driel boven,DRIELBVN,23-02-2020,8.0
Driel boven,DRIELBVN,23-03-2020,10.0
Driel boven,DRIELBVN,23-04-2019,15.0
Driel boven,DRIELBVN,23-04-2020,15.0
Driel boven,DRIELBVN,23-05-2019,16.0
Driel boven,DRIELBVN,23-06-2019,22.0
Driel boven,DRIELBVN,23-06-2020,22.0
Driel boven,DRIELBVN,23-07-2019,24.0
Driel boven,DRIELBVN,23-07-2020,22.0
Driel boven,DRIELBVN,23-08-2019,22.363636363636363
Driel boven,DRIELBVN,23-08-2020,23.0
Driel boven,DRIELBVN,23-09-2019,18.0
Driel boven,DRIELBVN,23-09-2020,19.0
Driel boven,DRIELBVN,23-10-2019,15.0
Driel boven,DRIELBVN,23-10-2020,13.0
Driel boven,DRIELBVN,23-11-2020,10.0
Driel boven,DRIELBVN,23-12-2019,8.0
Driel boven,DRIELBVN,23-12-2020,8.0
Driel boven,DRIELBVN,24-02-2019,7.0
Driel boven,DRIELBVN,24-04-2019,16.0
Driel boven,DRIELBVN,24-04-2020,15.19672131147541
Driel boven,DRIELBVN,24-05-2019,17.0
Driel boven,DRIELBVN,24-05-2020,18.0
Driel boven,DRIELBVN,24-06-2019,22.322033898305083
Driel boven,DRIELBVN,24-06-2020,22.0
Driel boven,DRIELBVN,24-07-2019,24.363636363636363
Driel boven,DRIELBVN,24-07-2020,22.0
Driel boven,DRIELBVN,24-08-2019,22.428571428571427
Driel boven,DRIELBVN,24-09-2020,19.0
Driel boven,DRIELBVN,24-10-2020,13.0
Driel boven,DRIELBVN,24-12-2019,8.0
Driel boven,DRIELBVN,25-01-2020,6.0
Driel boven,DRIELBVN,25-02-2019,7.0
Driel boven,DRIELBVN,25-02-2020,8.0
Driel boven,DRIELBVN,25-03-2020,9.0
Driel boven,DRIELBVN,25-04-2019,16.0
Driel boven,DRIELBVN,25-04-2020,16.5
Driel boven,DRIELBVN,25-05-2019,17.0
Driel boven,DRIELBVN,25-05-2020,18.0
Driel boven,DRIELBVN,25-06-2019,23.0
Driel boven,DRIELBVN,25-06-2020,23.0
Driel boven,DRIELBVN,25-07-2019,25.90909090909091
Driel boven,DRIELBVN,25-07-2020,22.0
Driel boven,DRIELBVN,25-08-2019,22.375
Driel boven,DRIELBVN,25-08-2020,22.0
Driel boven,DRIELBVN,25-09-2019,18.0
Driel boven,DRIELBVN,25-09-2020,18.0
Driel boven,DRIELBVN,25-12-2020,8.0
Driel boven,DRIELBVN,26-01-2019,4.0
Driel boven,DRIELBVN,26-01-2020,6.0
Driel boven,DRIELBVN,26-02-2020,8.0
Driel boven,DRIELBVN,26-03-2019,9.0
Driel boven,DRIELBVN,26-03-2020,9.0
Driel boven,DRIELBVN,26-04-2019,16.0
Driel boven,DRIELBVN,26-04-2020,16.0
Driel boven,DRIELBVN,26-05-2020,18.137931034482758
Driel boven,DRIELBVN,26-06-2019,24.0
Driel boven,DRIELBVN,26-06-2020,23.25
Driel boven,DRIELBVN,26-07-2019,26.0
Driel boven,DRIELBVN,26-07-2020,22.0
Driel boven,DRIELBVN,26-08-2019,23.0
Driel boven,DRIELBVN,26-08-2020,20.61111111111111
Driel boven,DRIELBVN,26-09-2019,18.0
Driel boven,DRIELBVN,26-10-2019,15.0
Driel boven,DRIELBVN,26-10-2020,13.0
Driel boven,DRIELBVN,26-11-2019,8.0
Driel boven,DRIELBVN,27-01-2019,4.0
Driel boven,DRIELBVN,27-01-2020,6.0
Driel boven,DRIELBVN,27-02-2019,8.0
Driel boven,DRIELBVN,27-03-2020,9.0
Driel boven,DRIELBVN,27-04-2019,16.0
Driel boven,DRIELBVN,27-04-2020,16.61764705882353
Driel boven,DRIELBVN,27-05-2020,19.272727272727273
Driel boven,DRIELBVN,27-06-2019,24.0
Driel boven,DRIELBVN,27-07-2019,26.0
Driel boven,DRIELBVN,27-08-2019,24.0
Driel boven,DRIELBVN,27-08-2020,20.0
Driel boven,DRIELBVN,27-09-2020,17.0
Driel boven,DRIELBVN,27-10-2019,15.0
Driel boven,DRIELBVN,27-10-2020,13.0
Driel boven,DRIELBVN,27-11-2019,8.0
Driel boven,DRIELBVN,27-12-2019,8.0
Driel boven,DRIELBVN,28-01-2020,6.0
Driel boven,DRIELBVN,28-02-2019,8.0
Driel boven,DRIELBVN,28-03-2020,9.0
Driel boven,DRIELBVN,28-05-2020,19.0
Driel boven,DRIELBVN,28-06-2019,23.0
